류, 사과, 후지, 1, 0, 85.0
류, 취나물, 건취나물, 1, 0, 2200.0
류, 단감, 부유, 1, 0, 165.0
류, 사과, 미얀마, 1, 0, 130.0
류, 포도, 샤인마스캇, 1, 0, 350.0
류, 감귤, 조생귤, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 1420.0
류, 포도, 샤인마스캇, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 320.5
류, 포도, 샤인마스캇, 1, 0, 675.0
류, 사과, 미얀마, 1, 0, 151.0
, 고구마, 밤고구마, 1, 0, 370.0
류, 사과, 미얀마, 1, 0, 190.5
류, 단감, 부유, 1, 0, 165.0
과채류, 딸기, 금실, 1, 0, 1350.0
류, 사과, 미얀마, 1, 0, 170.0
류, 사과, 미얀마, 1, 0, 194.5
과채류, 딸기, 설향, 1, 0, 610.0
채소류, 마늘, 깐마늘 대서, 1, 0, 900.0
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 1570.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 100.0
류, 사과, 미얀마, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 220.0
채소류, 양파, 만생양파, 1, 0, 230.0
류, 사과, 미시마, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 100.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 215.0
, 감자, 수미, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1250.0
과채류, 딸기, 기타딸기, 1, 0, 1224.0
, 감자, 수미, 1, 0, 290.0
류, 감귤, 조생귤, 1, 0, 17601.64
과채류, 딸기, 기타딸기, 1, 0, 1235.0
류, 감귤, 조생귤, 1, 0, 220.0
채소류, 마늘, 깐마늘 대서, 1, 0, 1100.0
류, 사과, 미얀마, 1, 0, 116.5
류, 사과, 미얀마, 1, 0, 199.5
과채류, 딸기, 설향, 1, 0, 1400.0
채소류, 마늘, 깐마늘 대서, 1, 0, 1100.0
류, 단감, 부유, 1, 0, 190.0
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미야비, 1, 0, 605.0
류, 사과, 미얀마, 1, 0, 119.5
류, 단감, 부유, 1, 0, 190.0
류, 사과, 미얀마, 1, 0, 180.5
류, 호박, 애호박, 1, 0, 361.25
류, 호박, 애호박, 1, 0, 276.25
류, 호박, 애호박, 1, 0, 421.25
류, 가지, 가지, 1, 0, 306.0
채류, 쑥갓, 쑥갓, 1, 0, 225.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 가지, 가지, 1, 0, 354.0
류, 감귤, 레드향, 1, 0, 466.66666
류, 가지, 가지, 1, 0, 478.0
류, 사과, 후지, 1, 0, 200.0
채류, 아욱, 아욱, 1, 0, 125.0
류, 감귤, 레드향, 1, 0, 466.66666
과채류, 딸기, 설향, 1, 0, 1050.0
류, 가지, 가지, 1, 0, 324.0
류, 사과, 미얀마, 1, 0, 167.5
류, 사과, 후지, 1, 0, 245.0
류, 사과, 후지, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 57.5
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 1750.0
류, 사과, 미얀마, 1, 0, 233.0
류, 사과, 미얀마, 1, 0, 278.0
류, 사과, 미얀마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 194.5
과채류, 딸기, 설향, 1, 0, 1600.0
과채류, 딸기, 설향, 1, 0, 1600.0
과채류, 딸기, 설향, 1, 0, 375.0
과채류, 딸기, 설향, 1, 0, 375.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 후지, 1, 0, 242.0
과채류, 딸기, 설향, 1, 0, 1180.0
과채류, 딸기, 설향, 1, 0, 880.0
류, 사과, 후지, 1, 0, 252.0
과채류, 딸기, 설향, 1, 0, 1320.0
과채류, 딸기, 설향, 1, 0, 1130.0
류, 사과, 후지, 1, 0, 145.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 마, 기타마, 1, 0, 280.0
류, 배, 신고, 1, 0, 180.0
류, 사과, 기타사과, 1, 0, 180.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 감귤, 조생귤, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 포도, 샤인마스캇, 1, 0, 675.0
류, 사과, 후지, 1, 0, 315.0
류, 사과, 미얀마, 1, 0, 194.5
류, 사과, 기타사과, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 사과, 미얀마, 1, 0, 203.0
류, 감귤, 기타감귤, 1, 0, 132.0
류, 사과, 미얀마, 1, 0, 279.5
채류, 시금치, 시금치, 1, 0, 172.5
과채류, 딸기, 설향, 1, 0, 450.0
류, 사과, 미얀마, 1, 0, 229.0
류, 사과, 미얀마, 1, 0, 94.5
류, 단감, 부유, 1, 0, 185.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 사과, 로얄부사, 1, 0, 320.0
류, 사과, 미얀마, 1, 0, 209.5
류, 바나나, 기타바나나, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 880.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 사과, 미얀마, 1, 0, 106.0
류, 사과, 미얀마, 1, 0, 172.5
류, 사과, 미얀마, 1, 0, 194.5
류, 단감, 부유, 1, 0, 190.0
류, 포도, 샤인마스캇, 1, 0, 700.0
류, 사과, 미얀마, 1, 0, 182.5
류, 만감, 한라봉, 1, 0, 277.77777
류, 바나나, 기타바나나, 1, 0, 200.0
류, 감귤, 레드향, 1, 0, 670.0
류, 사과, 미얀마, 1, 0, 188.5
류, 사과, 후지, 1, 0, 294.5
채류, 부추, 일반부추, 1, 0, 425.0
류, 사과, 미얀마, 1, 0, 295.0
과채류, 딸기, 설향, 1, 0, 1280.0
류, 감귤, 조생귤, 1, 0, 280.0
류, 단감, 부유, 1, 0, 185.0
류, 감귤, 조생귤, 1, 0, 280.0
류, 사과, 미얀마, 1, 0, 219.5
류, 사과, 미얀마, 1, 0, 180.5
류, 포도, 샤인마스캇, 1, 0, 700.0
류, 사과, 로얄부사, 1, 0, 300.0
류, 호두, 기타호두, 1, 0, 379.0
류, 적채, 적채, 1, 0, 87.5
류, 사과, 미얀마, 1, 0, 209.5
류, 사과, 미얀마, 1, 0, 194.5
류, 감귤, 조생귤, 1, 0, 280.0
류, 사과, 미얀마, 1, 0, 280.0
류, 사과, 미얀마, 1, 0, 190.0
류, 바나나, 기타바나나, 1, 0, 200.0
류, 만감, 한라봉, 1, 0, 283.33334
류, 감귤, 조생귤, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 500.0
류, 단감, 부유, 1, 0, 166.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 사과, 미얀마, 1, 0, 203.0
류, 사과, 미얀마, 1, 0, 200.0
류, 적채, 적채, 1, 0, 87.5
류, 사과, 미얀마, 1, 0, 294.5
과채류, 딸기, 설향, 1, 0, 500.0
류, 감귤, 조생귤, 1, 0, 210.0
류, 사과, 미얀마, 1, 0, 119.5
채류, 시금치, 시금치, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 880.0
과채류, 딸기, 장희, 1, 0, 780.0
류, 사과, 미시마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 235.0
과채류, 딸기, 설향, 1, 0, 1413.3334
류, 사과, 미얀마, 1, 0, 186.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 적채, 적채, 1, 0, 81.25
류, 사과, 미얀마, 1, 0, 229.5
류, 사과, 미얀마, 1, 0, 248.0
류, 사과, 미얀마, 1, 0, 86.0
류, 사과, 미얀마, 1, 0, 84.5
류, 사과, 미얀마, 1, 0, 303.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 만감, 한라봉, 1, 0, 305.55554
채류, 냉이, 일반냉이, 1, 0, 445.0
과채류, 딸기, 설향, 1, 0, 1650.0
류, 감귤, 조생귤, 1, 0, 240.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 감귤, 기타감귤, 1, 0, 94.0
류, 적채, 적채, 1, 0, 81.25
류, 사과, 미얀마, 1, 0, 174.5
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 194.5
류, 사과, 미얀마, 1, 0, 214.5
류, 사과, 미얀마, 1, 0, 294.5
류, 사과, 미얀마, 1, 0, 229.5
류, 당근, 당근, 1, 0, 90.0
류, 바나나, 바나나, 0, 0, 153.84616
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 114.5
과채류, 딸기, 설향, 1, 0, 866.6667
과채류, 딸기, 설향, 1, 0, 1650.0
류, 사과, 로얄부사, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 100.0
류, 포도, 샤인마스캇, 1, 0, 750.0
류, 사과, 미얀마, 1, 0, 191.0
류, 사과, 미얀마, 1, 0, 450.0
류, 적채, 적채, 1, 0, 75.0
류, 사과, 미얀마, 1, 0, 314.5
류, 블루베리, 블루베리, 1, 0, 1583.3334
류, 곶감, 곶감, 1, 0, 1000.0
류, 단감, 부유, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 212.5
류, 포도, 샤인마스캇, 1, 0, 710.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 197.5
류, 사과, 미얀마, 1, 0, 207.0
과채류, 딸기, 기타딸기, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 300.0
류, 망고, 망고, 0, 0, 360.0
류, 사과, 미얀마, 1, 0, 229.5
과채류, 토마토, 완숙토마토, 1, 0, 316.0
류, 적채, 적채, 1, 0, 75.0
류, 단감, 부유, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 270.5
류, 사과, 미얀마, 1, 0, 244.5
류, 사과, 미얀마, 1, 0, 239.5
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 포도, 샤인마스캇, 1, 0, 600.0
류, 단감, 부유, 1, 0, 220.0
류, 사과, 후지, 1, 0, 319.5
과채류, 딸기, 설향, 1, 0, 1100.0
류, 감귤, 조생귤, 1, 0, 190.0
류, 적채, 적채, 1, 0, 87.5
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 246.0
류, 사과, 미얀마, 1, 0, 234.5
류, 감귤, 조생귤, 1, 0, 154.0
류, 사과, 미얀마, 1, 0, 329.5
류, 포도, 샤인마스캇, 1, 0, 850.0
과채류, 딸기, 설향, 1, 0, 980.0
류, 단감, 부유, 1, 0, 220.0
류, 단감, 부유, 1, 0, 236.0
류, 사과, 미얀마, 1, 0, 293.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 단감, 부유, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 감귤, 조생귤, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 119.5
류, 사과, 미얀마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 198.0
류, 가지, 가지, 1, 0, 406.0
류, 사과, 미얀마, 1, 0, 101.5
류, 사과, 미얀마, 1, 0, 229.5
류, 만감, 한라봉, 1, 0, 366.66666
채류, 쑥갓, 쑥갓, 1, 0, 175.0
류, 사과, 미얀마, 1, 0, 180.0
류, 사과, 후지, 1, 0, 340.0
류, 사과, 미얀마, 1, 0, 274.5
류, 사과, 미얀마, 1, 0, 101.0
류, 만감, 한라봉, 1, 0, 366.66666
류, 사과, 미얀마, 1, 0, 234.5
류, 만감, 한라봉, 1, 0, 366.66666
류, 만감, 한라봉, 1, 0, 366.66666
과채류, 딸기, 설향, 1, 0, 1850.0
류, 사과, 미얀마, 1, 0, 119.5
류, 사과, 후지, 1, 0, 340.0
류, 만감, 한라봉, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 2477.5
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 사과, 미얀마, 1, 0, 316.5
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 사과, 미얀마, 1, 0, 295.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 사과, 후지, 1, 0, 190.0
류, 배, 신고, 1, 0, 180.0
류, 감귤, 비가림감귤, 1, 0, 180.0
류, 사과, 후지, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1520.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 사과, 후지, 1, 0, 170.0
과채류, 딸기, 설향, 1, 0, 1280.0
류, 체리, 체리, 1, 0, 900.0
과채류, 딸기, 설향, 1, 0, 700.0
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1206.6666
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 장희, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 사과, 기타사과, 1, 0, 320.0
류, 감귤, 레드향, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 사과, 미얀마, 1, 0, 289.5
과채류, 딸기, 장희, 1, 0, 660.0
류, 사과, 로얄부사, 1, 0, 355.0
과채류, 딸기, 설향, 1, 0, 600.0
과채류, 딸기, 기타딸기, 1, 0, 700.0
류, 호두, 기타호두, 1, 0, 640.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 사과, 미얀마, 1, 0, 358.0
류, 사과, 로얄부사, 1, 0, 265.0
과채류, 딸기, 설향, 1, 0, 960.0
채류, 상추, 꽃적상추, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 131.0
류, 사과, 미얀마, 1, 0, 334.5
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 아욱, 아욱, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 266.5
류, 사과, 기타사과, 1, 0, 172.5
류, 사과, 미얀마, 1, 0, 285.0
류, 사과, 미얀마, 1, 0, 199.5
류, 사과, 미얀마, 1, 0, 316.5
류, 사과, 미얀마, 1, 0, 134.5
류, 사과, 기타사과, 1, 0, 105.0
류, 사과, 미얀마, 1, 0, 292.5
류, 사과, 미얀마, 1, 0, 211.5
류, 사과, 미얀마, 1, 0, 325.0
류, 사과, 기타사과, 1, 0, 94.5
류, 사과, 미얀마, 1, 0, 333.0
류, 사과, 미얀마, 1, 0, 119.5
류, 사과, 기타사과, 1, 0, 174.5
류, 사과, 미얀마, 1, 0, 234.5
류, 사과, 기타사과, 1, 0, 199.5
류, 사과, 미얀마, 1, 0, 320.0
류, 호두, 기타호두, 1, 0, 480.0
류, 치커리, 치커리, 1, 0, 190.0
류, 알타리무, 알타리무, 1, 0, 126.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 181.0
류, 감귤, 조생귤, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 1180.0
류, 블루베리, 블루베리, 1, 0, 1583.3334
류, 단감, 부유, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 97.0
류, 용과, 용과, 0, 0, 540.0
류, 사과, 미얀마, 1, 0, 276.5
과채류, 딸기, 설향, 1, 0, 1050.0
류, 사과, 미얀마, 1, 0, 224.5
과채류, 딸기, 설향, 1, 0, 1550.0
류, 사과, 미얀마, 1, 0, 344.5
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 호두, 기타호두, 1, 0, 480.0
류, 사과, 미얀마, 1, 0, 274.5
채류, 시금치, 시금치, 1, 0, 100.0
류, 사과, 기타사과, 1, 0, 199.0
류, 사과, 미시마, 1, 0, 277.0
과채류, 딸기, 설향, 1, 0, 1386.6666
류, 호두, 기타호두, 1, 0, 480.0
과채류, 딸기, 설향, 1, 0, 1166.6666
류, 체리, 체리, 1, 0, 960.0
류, 사과, 미얀마, 1, 0, 295.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 134.5
류, 사과, 미얀마, 1, 0, 344.5
류, 피망(단고추), 청피망, 1, 0, 1042.5
류, 사과, 미얀마, 1, 0, 179.5
과채류, 딸기, 설향, 1, 0, 700.0
류, 곶감, 곶감, 1, 0, 1100.0
류, 호두, 기타호두, 1, 0, 480.0
류, 파인애플, 기타파인애플, 1, 0, 266.66666
류, 감귤, 조생귤, 1, 0, 240.0
류, 단감, 부유, 1, 0, 160.0
류, 사과, 미얀마, 1, 0, 275.0
류, 사과, 미얀마, 1, 0, 319.5
류, 포도, 샤인마스캇, 1, 0, 720.0
류, 호두, 기타호두, 1, 0, 480.0
류, 사과, 미얀마, 1, 0, 319.5
류, 사과, 미얀마, 1, 0, 341.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 단감, 부유, 1, 0, 183.0
류, 파인애플, 기타파인애플, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 만감, 기타만감, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 201.0
류, 포도, 포도, 0, 0, 700.0
류, 사과, 미얀마, 1, 0, 314.5
류, 사과, 미얀마, 1, 0, 300.5
류, 감귤, 조생귤, 1, 0, 260.0
류, 단감, 부유, 1, 0, 320.0
류, 감귤, 조생귤, 1, 0, 178.0
류, 호두, 기타호두, 1, 0, 480.0
류, 사과, 미얀마, 1, 0, 356.0
류, 만감, 기타만감, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 269.0
류, 사과, 미얀마, 1, 0, 107.5
류, 사과, 미얀마, 1, 0, 284.5
류, 사과, 미얀마, 1, 0, 370.0
류, 사과, 미얀마, 1, 0, 310.0
류, 사과, 미얀마, 1, 0, 188.0
류, 감귤, 조생귤, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 감귤, 조생귤, 1, 0, 170.0
류, 블루베리, 블루베리, 1, 0, 1583.3334
류, 호두, 기타호두, 1, 0, 480.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 사과, 미얀마, 1, 0, 345.0
, 고구마, 기타, 1, 0, 288.0
채류, 미나리, 미나리, 1, 0, 187.5
과채류, 딸기, 설향, 1, 0, 1386.6666
류, 망고, 망고, 0, 0, 1290.909
과채류, 딸기, 설향, 1, 0, 1380.0
류, 망고, 망고, 0, 0, 360.0
류, 호두, 기타호두, 1, 0, 480.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 사과, 미얀마, 1, 0, 334.5
류, 사과, 미얀마, 1, 0, 294.5
과채류, 토마토, 완숙토마토, 1, 0, 294.0
류, 사과, 미얀마, 1, 0, 105.0
류, 사과, 미시마, 1, 0, 320.0
류, 감귤, 조생귤, 1, 0, 302.0
류, 사과, 후지, 1, 0, 319.5
류, 호두, 기타호두, 1, 0, 480.0
류, 사과, 미얀마, 1, 0, 370.0
류, 감귤, 조생귤, 1, 0, 274.0
류, 사과, 미얀마, 1, 0, 349.5
류, 망고, 망고, 0, 0, 1290.909
류, 단감, 부유, 1, 0, 160.0
류, 사과, 미얀마, 1, 0, 172.5
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 호두, 기타호두, 1, 0, 480.0
채류, 상추, 적포기, 1, 0, 357.5
류, 단감, 부유, 1, 0, 240.0
류, 사과, 미얀마, 1, 0, 344.5
류, 호박, 단호박, 1, 0, 525.0
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 1315.0
류, 가지, 가지, 1, 0, 556.0
류, 사과, 미얀마, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 포도, 샤인마스캇, 1, 0, 755.0
류, 단감, 부유, 1, 0, 240.0
류, 사과, 미얀마, 1, 0, 208.0
류, 사과, 미얀마, 1, 0, 299.5
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 266.5
류, 사과, 미얀마, 1, 0, 244.5
류, 만감, 한라봉, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 사과, 미얀마, 1, 0, 344.5
류, 바나나, 바나나, 1, 0, 200.0
류, 호박, 단호박, 0, 0, 480.0
류, 사과, 미얀마, 1, 0, 184.5
류, 사과, 미얀마, 1, 0, 275.0
과채류, 딸기, 설향, 1, 0, 1600.0
류, 사과, 미얀마, 1, 0, 384.5
과채류, 딸기, 설향, 1, 0, 1600.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 286.5
류, 사과, 후지, 1, 0, 320.0
류, 바나나, 바나나, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 410.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 감귤, 레드향, 1, 0, 366.66666
과채류, 딸기, 설향, 1, 0, 900.0
류, 오렌지, 기타오렌지, 1, 0, 366.66666
류, 사과, 미얀마, 1, 0, 359.5
작물류, 유채, 식용, 1, 0, 117.5
류, 바나나, 바나나, 1, 0, 200.0
류, 오렌지, 기타오렌지, 1, 0, 366.66666
과채류, 딸기, 설향, 1, 0, 500.0
류, 감귤, 레드향, 1, 0, 366.66666
류, 마, 기타마, 1, 0, 399.0
과채류, 딸기, 설향, 1, 0, 500.0
류, 감귤, 조생귤, 1, 0, 224.0
과채류, 딸기, 장희, 1, 0, 860.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 사과, 후지, 1, 0, 355.0
류, 사과, 후지, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 393.33334
과채류, 딸기, 설향, 1, 0, 1400.0
류, 사과, 후지, 1, 0, 180.0
류, 마, 기타마, 1, 0, 480.0
류, 사과, 로얄부사, 1, 0, 355.0
류, 감귤, 조생귤, 1, 0, 110.0
류, 감귤, 조생귤, 1, 0, 110.0
류, 사과, 기타사과, 1, 0, 410.0
류, 감귤, 레드향, 1, 0, 620.0
과채류, 딸기, 설향, 1, 0, 440.0
과채류, 딸기, 장희, 1, 0, 850.0
과채류, 딸기, 설향, 1, 0, 653.3333
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 장희, 1, 0, 1050.0
류, 만감, 한라봉, 1, 0, 201.11111
류, 감귤, 조생귤, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 359.5
류, 감귤, 조생귤, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 기타딸기, 1, 0, 1000.0
과채류, 딸기, 장희, 1, 0, 660.0
류, 호두, 기타호두, 1, 0, 930.0
류, 만감, 한라봉, 1, 0, 233.33333
류, 사과, 로얄부사, 1, 0, 325.0
류, 사과, 미얀마, 1, 0, 94.5
류, 사과, 미얀마, 1, 0, 140.0
류, 사과, 미얀마, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 129.5
류, 사과, 미얀마, 1, 0, 188.5
류, 사과, 미얀마, 1, 0, 110.5
채류, 시금치, 포항초, 1, 0, 252.0
채류, 부추, 일반부추, 1, 0, 375.0
류, 사과, 미얀마, 1, 0, 190.0
류, 참다래(키위), 기타참다래, 1, 0, 460.0
류, 사과, 미얀마, 1, 0, 140.0
류, 사과, 미얀마, 1, 0, 190.5
류, 사과, 미얀마, 1, 0, 233.0
류, 사과, 미얀마, 1, 0, 111.0
채류, 상추, 상추솎음, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 200.5
류, 사과, 미얀마, 1, 0, 224.5
작물류, 유채, 식용, 1, 0, 212.5
류, 감귤, 레드향, 1, 0, 700.0
류, 바나나, 바나나, 1, 0, 200.0
류, 사과, 미시마, 1, 0, 52.5
류, 포도, 레드글로브, 1, 0, 550.0
류, 사과, 미얀마, 1, 0, 211.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 감귤, 레드향, 1, 0, 700.0
류, 사과, 미얀마, 1, 0, 120.5
류, 사과, 미얀마, 1, 0, 284.5
류, 포도, 레드글로브, 1, 0, 550.0
류, 감귤, 레드향, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 400.0
류, 사과, 기타사과, 1, 0, 229.5
류, 감귤, 조생귤, 1, 0, 152.0
류, 포도, 레드글로브, 1, 0, 550.0
류, 사과, 미얀마, 1, 0, 163.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 사과, 미얀마, 1, 0, 319.5
류, 기타, 과실류기타, 1, 0, 2850.0
류, 호두, 기타호두, 1, 0, 480.0
류, 사과, 미얀마, 1, 0, 313.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 366.0
류, 사과, 기타사과, 1, 0, 274.5
류, 포도, 레드글로브, 1, 0, 550.0
과채류, 딸기, 설향, 1, 0, 1480.0
류, 바나나, 바나나, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 사과, 미얀마, 1, 0, 336.0
류, 포도, 포도, 0, 0, 700.0
류, 만감, 한라봉, 1, 0, 500.0
류, 기타, 과실류기타, 1, 0, 2850.0
류, 감귤, 레드향, 1, 0, 366.66666
류, 호두, 기타호두, 1, 0, 480.0
과채류, 딸기, 설향, 1, 0, 1450.0
과채류, 딸기, 장희, 1, 0, 1130.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 199.5
류, 사과, 미얀마, 1, 0, 344.5
과채류, 딸기, 설향, 1, 0, 1440.0
류, 사과, 미얀마, 1, 0, 469.5
과채류, 딸기, 설향, 1, 0, 850.0
류, 포도, 레드글로브, 1, 0, 550.0
류, 단감, 부유, 1, 0, 182.0
류, 사과, 미얀마, 1, 0, 361.0
과채류, 딸기, 설향, 1, 0, 2600.0
류, 포도, 레드글로브, 1, 0, 550.0
류, 사과, 기타사과, 1, 0, 33.0
류, 사과, 미얀마, 1, 0, 245.5
류, 블루베리, 블루베리, 1, 0, 1583.3334
류, 사과, 미얀마, 1, 0, 271.5
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 바나나, 바나나, 0, 0, 207.6923
류, 사과, 후지, 1, 0, 210.0
류, 사과, 기타사과, 1, 0, 299.0
류, 호두, 기타호두, 1, 0, 480.0
류, 호두, 기타호두, 1, 0, 470.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 감귤, 조생귤, 1, 0, 134.0
과채류, 토마토, 토마토, 1, 0, 325.0
류, 목이, 목이, 0, 0, 1670.0
과채류, 딸기, 설향, 1, 0, 1250.0
채류, 아욱, 아욱, 1, 0, 365.0
류, 감귤, 기타감귤, 1, 0, 360.0
류, 망고, 망고, 0, 0, 1290.909
과채류, 딸기, 설향, 1, 0, 1800.0
류, 감귤, 조생귤, 1, 0, 320.0
류, 사과, 기타사과, 1, 0, 334.5
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 385.0
류, 망고, 망고, 0, 0, 360.0
과채류, 딸기, 설향, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 감귤, 조생귤, 1, 0, 254.0
류, 망고, 망고, 0, 0, 800.0
류, 호두, 기타호두, 1, 0, 480.0
류, 표고버섯, 화고건표고, 1, 0, 1430.0
류, 호두, 기타호두, 1, 0, 330.0
류, 감귤, 조생귤, 1, 0, 222.0
과채류, 딸기, 설향, 1, 0, 1480.0
류, 사과, 미얀마, 1, 0, 289.5
과채류, 딸기, 설향, 1, 0, 546.6667
류, 곶감, 곶감, 1, 0, 1350.0
류, 망고, 망고, 0, 0, 800.0
과채류, 딸기, 설향, 1, 0, 1800.0
류, 사과, 후지, 1, 0, 319.5
