류, 감귤, 조생귤, 1, 0, 200.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 100.0
채류, 시금치, 시금치, 1, 0, 370.0
채류, 시금치, 섬초, 1, 0, 310.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 193.75
과채류, 딸기, 천사, 1, 0, 890.0
류, 감귤, 기타감귤, 1, 0, 180.0
류, 감귤, 조생귤, 1, 0, 200.0
채류, 깻잎, 깻잎순, 1, 0, 412.5
류, 콜라비(순무양배추), 콜라비, 1, 0, 26.666666
류, 치커리, 레드치커리, 1, 0, 90.0
류, 감귤, 감귤, 1, 0, 270.0
채류, 깻잎, 깻잎순, 1, 0, 262.5
과채류, 딸기, 설향, 1, 0, 1100.0
채류, 시금치, 섬초, 1, 0, 350.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 43.333332
 해조류, 미역, 물미역, 1, 0, 100.0
류, 오이, 백다다기, 1, 0, 469.0
과채류, 딸기, 기타딸기, 1, 0, 1700.0
류, 피망(단고추), 피망, 1, 0, 960.0
과채류, 딸기, 죽향, 1, 0, 3400.0
, 고구마, 밤고구마, 1, 0, 55.0
채류, 양배추, 양배추, 1, 0, 73.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 131.25
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 193.75
채소류, 쪽파, 쪽파, 1, 0, 380.0
류, 파프리카, 빨강파프리카, 1, 0, 570.0
채류, 깻잎, 기타깻잎, 1, 0, 407.14285
 해조류, 미역, 물미역, 1, 0, 100.0
류, 새송이, 새송이버섯, 1, 0, 250.0
류, 호박, 애호박, 1, 0, 350.0
류, 치커리, 레드치커리, 1, 0, 115.0
채류, 부추, 일반부추, 1, 0, 400.0
류, 오이, 취청, 1, 0, 585.0
채소류, 풋고추, 청양, 1, 0, 742.8571
과채류, 딸기, 설향, 1, 0, 950.0
류, 새송이, 새송이버섯, 1, 0, 250.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 200.0
류, 양송이, 양송이, 1, 0, 175.0
류, 당근, 당근, 1, 0, 227.5
과채류, 방울토마토, 대추방울, 1, 0, 333.33334
채류, 깻잎, 깻잎순, 1, 0, 262.5
과채류, 딸기, 기타딸기, 1, 0, 850.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 162.5
채류, 시금치, 섬초, 1, 0, 390.0
채류, 부추, 일반부추, 1, 0, 3700.0
류, 표고버섯, 표고버섯, 1, 0, 1170.0
류, 적채, 적채, 1, 0, 56.25
채류, 깻잎, 깻잎, 1, 0, 1000.0
류, 새송이, 새송이버섯, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 단감, 부유, 1, 0, 140.0
채류, 깻잎, 깻잎, 1, 0, 1000.0
류, 새송이, 새송이버섯, 1, 0, 250.0
채류, 시금치, 시금치, 1, 0, 100.0
채류, 깻잎, 기타깻잎, 1, 0, 456.25
류, 표고버섯, 표고버섯, 1, 0, 450.0
, 고구마, 기타, 1, 0, 133.0
류, 새송이, 새송이버섯, 1, 0, 250.0
채류, 배추, 월동배추, 1, 0, 34.0
류, 가지, 가지, 1, 0, 180.0
채류, 시금치, 섬초, 1, 0, 350.0
과채류, 방울토마토, 방울토마토, 1, 0, 420.0
채류, 부추, 일반부추, 1, 0, 214.28572
채소류, 풋고추, 기타풋고추, 1, 0, 430.0
류, 새송이, 새송이버섯, 1, 0, 250.0
채류, 고수, 고수, 1, 0, 1166.6666
채류, 양배추, 양배추, 1, 0, 43.0
류, 표고버섯, 표고버섯, 1, 0, 1300.0
과채류, 딸기, 설향, 1, 0, 750.0
류, 감귤, 비가림감귤, 1, 0, 350.0
류, 기타, 기타잡곡류, 0, 0, 325.0
과채류, 딸기, 설향, 1, 0, 950.0
채류, 시금치, 시금치, 1, 0, 200.0
류, 오이, 취청, 1, 0, 620.0
류, 표고버섯, 표고버섯, 1, 0, 562.5
과채류, 딸기, 기타딸기, 1, 0, 2600.0
류, 새송이, 새송이버섯, 1, 0, 250.0
류, 포도, 청포도, 1, 0, 410.9589
류, 금감, 금감, 1, 0, 450.0
류, 새송이, 새송이버섯, 1, 0, 250.0
류, 가지, 가지, 1, 0, 360.0
류, 느타리버섯, 느타리버섯, 1, 0, 360.0
류, 감귤, 기타감귤, 1, 0, 290.0
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 62.5
류, 가지, 가지, 1, 0, 360.0
류, 참다래(키위), 참다래, 1, 0, 366.0
류, 당근, 당근, 1, 0, 227.5
, 감자, 기타감자, 1, 0, 115.0
류, 가지, 가지, 1, 0, 360.0
채류, 부추, 일반부추, 1, 0, 490.0
류, 표고버섯, 표고버섯, 1, 0, 360.0
류, 감귤, 조생귤, 1, 0, 316.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 오이, 취청, 1, 0, 458.0
과채류, 딸기, 설향, 1, 0, 1300.0
과채류, 딸기, 장희, 1, 0, 8580.0
류, 배, 신고, 1, 0, 125.333336
채류, 근대, 근대, 1, 0, 75.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 112.5
류, 감귤, 조생귤, 1, 0, 204.0
과채류, 딸기, 장희, 1, 0, 1060.0
채소류, 풋고추, 청양, 1, 0, 460.0
채소류, 쪽파, 쪽파, 1, 0, 260.0
류, 바나나, 바나나, 1, 0, 166.66667
류, 호박, 쥬키니호박, 1, 0, 305.0
채류, 미나리, 돌미나리, 1, 0, 465.0
류, 파인애플, 파인애플, 1, 0, 180.0
류, 곶감, 함안곶감, 1, 0, 500.0
채류, 깻잎, 깻잎, 1, 0, 466.66666
류, 감귤, 조생귤, 1, 0, 100.0
채류, 시금치, 시금치, 1, 0, 260.0
류, 체리, 체리, 1, 0, 824.0
, 강낭콩, 강낭콩, 1, 0, 96.875
채소류, 풋고추, 청양, 1, 0, 790.0
류, 감귤, 조생귤, 1, 0, 100.0
류, 호박, 쥬키니호박, 1, 0, 220.0
류, 감귤, 조생귤, 1, 0, 100.0
류, 포도, 샤인마스캇, 1, 0, 575.0
채소류, 풋고추, 청양, 1, 0, 465.0
류, 체리, 체리, 1, 0, 802.0
과채류, 딸기, 설향, 1, 0, 1060.0
류, 호두, 기타호두, 1, 0, 600.0
과채류, 딸기, 설향, 1, 0, 1260.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 포도, 샤인마스캇, 1, 0, 750.0
류, 포도, 샤인마스캇, 1, 0, 750.0
류, 단감, 부유, 1, 0, 266.0
류, 단감, 부유, 1, 0, 155.0
류, 감귤, 조생귤, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1380.0
류, 포도, 샤인마스캇, 1, 0, 500.0
과채류, 딸기, 설향, 1, 0, 1050.0
과채류, 딸기, 기타딸기, 1, 0, 1650.0
류, 감귤, 조생귤, 1, 0, 220.0
과채류, 토마토, 대저토마토, 1, 0, 720.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 102.666664
류, 가지, 가지, 1, 0, 176.0
류, 포도, 샤인마스캇, 1, 0, 600.0
채류, 깻잎, 깻잎, 1, 0, 325.0
류, 호박, 애호박, 1, 0, 315.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 80.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 80.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 80.0
과채류, 방울토마토, 대추방울, 1, 0, 300.0
류, 적채, 적채, 1, 0, 50.0
류, 사과, 미얀마, 1, 0, 349.5
류, 포도, 포도, 0, 0, 451.2195
류, 감귤, 조생귤, 1, 0, 210.0
류, 사과, 미얀마, 1, 0, 134.5
채소류, 풋고추, 청양, 1, 0, 970.0
류, 사과, 미얀마, 1, 0, 184.5
류, 사과, 미얀마, 1, 0, 194.5
채소류, 풋고추, 청양, 1, 0, 970.0
류, 사과, 미얀마, 1, 0, 106.5
류, 감귤, 조생귤, 1, 0, 260.0
류, 사과, 미얀마, 1, 0, 106.0
과채류, 딸기, 설향, 1, 0, 300.0
류, 표고버섯, 기타표고버섯, 1, 0, 340.0
류, 포도, 포도, 0, 0, 451.2195
류, 감귤, 천혜향, 1, 0, 413.33334
류, 사과, 미얀마, 1, 0, 130.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 212.5
과채류, 딸기, 설향, 1, 0, 550.0
, 고구마, 밤고구마, 1, 0, 195.0
, 고구마, 밤고구마, 1, 0, 195.0
류, 사과, 미얀마, 1, 0, 210.0
류, 감귤, 조생귤, 1, 0, 146.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 사과, 미얀마, 1, 0, 220.0
류, 사과, 후지, 1, 0, 135.0
채소류, 쪽파, 쪽파, 1, 0, 356.0
채소류, 쪽파, 쪽파, 1, 0, 350.0
류, 감귤, 기타감귤, 1, 0, 184.0
류, 사과, 미얀마, 1, 0, 120.0
류, 양상추, 양상추, 1, 0, 290.0
류, 양상추, 양상추, 1, 0, 290.0
류, 감귤, 조생귤, 1, 0, 130.0
과채류, 딸기, 설향, 1, 0, 360.0
류, 양상추, 양상추, 1, 0, 290.0
과채류, 방울토마토, 대추방울, 1, 0, 375.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 배, 신고, 1, 0, 256.66666
류, 사과, 미얀마, 1, 0, 280.0
류, 단감, 부유, 1, 0, 340.0
채류, 근대, 적근대, 1, 0, 350.0
과채류, 딸기, 천사, 1, 0, 880.0
과채류, 딸기, 설향, 1, 0, 350.0
, 고구마, 기타, 1, 0, 170.0
류, 양상추, 양상추, 1, 0, 293.0
, 고구마, 기타, 1, 0, 160.0
채류, 깻잎, 깻잎순, 1, 0, 425.0
류, 식용허브, 로케트, 1, 0, 1490.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 193.75
과채류, 방울토마토, 대추방울, 1, 0, 433.33334
채류, 양배추, 양배추, 1, 0, 43.0
과채류, 딸기, 기타딸기, 1, 0, 3150.0
과채류, 딸기, 설향, 1, 0, 950.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 193.75
류, 감귤, 기타감귤, 1, 0, 200.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 156.25
류, 호박, 애호박, 1, 0, 358.75
류, 식용허브, 로케트, 1, 0, 1390.0
채류, 깻잎, 깻잎, 1, 0, 550.0
류, 새송이, 새송이버섯, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
과채류, 딸기, 기타딸기, 1, 0, 1350.0
류, 식용허브, 로케트, 1, 0, 1300.0
류, 새송이, 새송이버섯, 1, 0, 250.0
류, 가지, 가지, 1, 0, 360.0
채류, 쑥갓, 쑥갓, 1, 0, 425.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 181.25
채류, 쑥갓, 쑥갓, 1, 0, 450.0
류, 새송이, 새송이버섯, 1, 0, 250.0
과채류, 방울토마토, 대추방울, 1, 0, 275.0
류, 단감, 부유, 1, 0, 105.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 162.5
과채류, 방울토마토, 대추방울, 1, 0, 550.0
류, 새송이, 새송이버섯, 1, 0, 250.0
과채류, 딸기, 기타딸기, 1, 0, 4600.0
류, 치커리, 레드치커리, 1, 0, 90.0
류, 새송이, 새송이버섯, 1, 0, 250.0
과채류, 방울토마토, 대추방울, 1, 0, 575.0
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 딸기, 설향, 1, 0, 1600.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 새송이, 새송이버섯, 1, 0, 250.0
채류, 깻잎, 깻잎순, 1, 0, 387.5
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 100.0
류, 호박, 애호박, 1, 0, 352.5
류, 팽이버섯, 팽이1호, 1, 0, 260.0
채류, 부추, 일반부추, 1, 0, 242.85715
류, 오이, 취청, 1, 0, 585.0
과채류, 딸기, 설향, 1, 0, 1120.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 체리, 체리, 1, 0, 802.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 218.75
, 고구마, 기타, 1, 0, 140.0
과채류, 딸기, 장희, 1, 0, 1060.0
류, 새송이, 새송이버섯, 1, 0, 250.0
채류, 깻잎, 기타깻잎, 1, 0, 250.0
류, 양송이, 양송이, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 오이, 백다다기, 1, 0, 580.0
류, 표고버섯, 표고버섯, 1, 0, 360.0
류, 체리, 체리, 1, 0, 800.0
류, 체리, 체리, 1, 0, 800.0
류, 도라지, 도라지, 1, 0, 630.0
과채류, 딸기, 설향, 1, 0, 850.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 표고버섯, 표고버섯, 1, 0, 525.0
채류, 시금치, 섬초, 1, 0, 390.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 감귤, 조생귤, 1, 0, 292.0
류, 새송이, 새송이버섯, 1, 0, 250.0
채소류, 풋고추, 기타풋고추, 1, 0, 600.0
채류, 깻잎, 깻잎순, 1, 0, 375.0
류, 포도, 샤인마스캇, 1, 0, 625.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 체리, 체리, 1, 0, 800.0
류, 감귤, 조생귤, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 920.0
류, 표고버섯, 표고버섯, 1, 0, 1350.0
채류, 깻잎, 깻잎순, 1, 0, 275.0
채류, 상추, 적상추, 1, 0, 350.0
채류, 부추, 일반부추, 1, 0, 690.0
채소류, 풋고추, 오이고추, 1, 0, 350.0
류, 오렌지, 네블, 1, 0, 455.55554
류, 새송이, 새송이버섯, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1100.0
채류, 시금치, 시금치, 1, 0, 200.0
류, 가지, 가지, 1, 0, 260.0
채류, 깻잎, 기타깻잎, 1, 0, 225.0
류, 포도, 샤인마스캇, 1, 0, 625.0
류, 오이, 백다다기, 1, 0, 405.55554
류, 포도, 샤인마스캇, 1, 0, 625.0
채류, 시금치, 시금치, 1, 0, 300.0
류, 새송이, 새송이버섯, 1, 0, 250.0
, 고구마, 밤고구마, 1, 0, 65.0
채류, 깻잎, 기타깻잎, 1, 0, 1175.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 감귤, 레드향, 1, 0, 733.3333
과채류, 딸기, 설향, 1, 0, 1600.0
류, 곶감, 함안곶감, 1, 0, 500.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 162.5
류, 대추, 건대추, 1, 0, 550.0
류, 호박, 쥬키니호박, 1, 0, 300.0
채류, 시금치, 섬초, 1, 0, 390.0
류, 호두, 호두, 1, 0, 3307.6924
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
류, 느타리버섯, 느타리버섯, 1, 0, 360.0
류, 포도, 샤인마스캇, 1, 0, 625.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 곶감, 기타곶감, 1, 0, 1000.0
류, 호박, 단호박, 1, 0, 530.0
채류, 깻잎, 기타깻잎, 1, 0, 212.5
채류, 깻잎, 깻잎, 1, 0, 925.0
류, 포도, 샤인마스캇, 1, 0, 625.0
류, 표고버섯, 표고버섯, 1, 0, 420.0
류, 단감, 부유, 1, 0, 110.0
류, 오이, 백다다기, 1, 0, 380.55554
류, 오이, 취청, 1, 0, 600.0
류, 사과, 미시마, 1, 0, 380.0
과채류, 딸기, 설향, 1, 0, 700.0
채류, 깻잎, 깻잎순, 1, 0, 312.5
류, 오이, 취청, 1, 0, 529.0
채소류, 쪽파, 깐쪽파, 1, 0, 450.0
류, 감귤, 조생귤, 1, 0, 100.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 162.5
류, 감귤, 기타감귤, 1, 0, 240.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 237.5
채류, 부추, 일반부추, 1, 0, 520.0
, 감자, 대지, 1, 0, 170.0
류, 포도, 샤인마스캇, 1, 0, 625.0
채류, 깻잎, 깻잎순, 1, 0, 287.5
류, 사과, 후지, 1, 0, 220.0
채소류, 풋고추, 청양, 1, 0, 790.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 봄동배추, 봄동배추, 1, 0, 76.666664
류, 호박, 쥬키니호박, 1, 0, 310.0
채소류, 쪽파, 깐쪽파, 1, 0, 483.33334
류, 감귤, 레드향, 1, 0, 533.3333
류, 가지, 가지, 1, 0, 460.0
채류, 배추, 월동배추, 1, 0, 53.5
류, 감귤, 비가림감귤, 1, 0, 200.0
과채류, 방울토마토, 대추방울, 1, 0, 333.33334
과채류, 딸기, 기타딸기, 1, 0, 1650.0
채류, 시금치, 시금치, 1, 0, 310.0
류, 사과, 미얀마, 1, 0, 94.5
류, 사과, 미얀마, 1, 0, 112.5
류, 사과, 미얀마, 1, 0, 124.5
류, 사과, 미얀마, 1, 0, 140.0
류, 사과, 미얀마, 1, 0, 168.0
류, 느타리버섯, 느타리버섯, 1, 0, 424.0
류, 사과, 미얀마, 1, 0, 189.5
류, 사과, 미얀마, 1, 0, 150.0
류, 팽이버섯, 팽이1호, 1, 0, 254.0
류, 사과, 미얀마, 1, 0, 214.5
류, 금감, 금감, 1, 0, 285.0
류, 오이, 취청, 1, 0, 490.0
류, 감귤, 천혜향, 1, 0, 413.33334
류, 포도, 샤인마스캇, 1, 0, 615.0
채류, 양배추, 사용불가, 1, 0, 168.75
채소류, 풋고추, 청양, 1, 0, 733.0
류, 표고버섯, 기타표고버섯, 1, 0, 470.0
채소류, 풋고추, 청양, 1, 0, 733.0
채류, 깻잎, 깻단, 1, 0, 437.5
류, 감귤, 조생귤, 1, 0, 206.0
류, 사과, 미얀마, 1, 0, 20.0
, 감자, 기타감자, 1, 0, 200.0
, 감자, 기타감자, 1, 0, 200.0
, 감자, 기타감자, 1, 0, 200.0
, 감자, 기타감자, 1, 0, 200.0
, 감자, 기타감자, 1, 0, 225.0
, 감자, 기타감자, 1, 0, 225.0
, 감자, 기타감자, 1, 0, 225.0
류, 사과, 후지, 1, 0, 135.0
류, 사과, 미얀마, 1, 0, 230.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 815.0
채소류, 풋고추, 롱그린, 1, 0, 313.0
채소류, 풋고추, 롱그린, 1, 0, 605.0
채소류, 풋고추, 청양, 1, 0, 450.0
채소류, 풋고추, 롱그린, 1, 0, 600.0
, 고구마, 기타, 1, 0, 220.0
채소류, 풋고추, 청양, 1, 0, 570.0
, 고구마, 기타, 1, 0, 260.0
채소류, 풋고추, 청양, 1, 0, 933.0
채소류, 풋고추, 청양, 1, 0, 936.0
, 고구마, 기타, 1, 0, 260.0
, 고구마, 기타, 1, 0, 225.0
채소류, 풋고추, 청양, 1, 0, 950.0
, 고구마, 기타, 1, 0, 205.0
채소류, 풋고추, 청양, 1, 0, 940.0
과채류, 딸기, 설향, 1, 0, 1480.0
류, 포도, 레드글로브, 1, 0, 687.5
, 고구마, 기타, 1, 0, 160.0
류, 감귤, 조생귤, 1, 0, 166.0
류, 포도, 샤인마스캇, 1, 0, 900.0
, 고구마, 기타, 1, 0, 170.0
류, 사과, 후지, 1, 0, 30.0
류, 단감, 부유, 1, 0, 150.0
, 고구마, 기타, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 1040.0
과채류, 딸기, 설향, 1, 0, 500.0
과채류, 딸기, 설향, 1, 0, 1233.3334
류, 호박, 호박고지, 1, 0, 1350.0
류, 바나나, 기타바나나, 1, 0, 176.92308
류, 포도, 포도, 0, 0, 428.04877
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 1580.0
류, 단감, 부유, 1, 0, 180.0
류, 파프리카, 빨강파프리카, 1, 0, 1200.0
류, 바나나, 기타바나나, 1, 0, 161.53847
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 시금치, 시금치, 1, 0, 533.3333
채류, 시금치, 시금치, 1, 0, 533.3333
채류, 봄동배추, 봄동배추, 1, 0, 80.0
류, 포도, 포도, 0, 0, 426.82925
류, 사과, 후지, 1, 0, 40.0
채류, 시금치, 시금치, 1, 0, 533.3333
과채류, 딸기, 설향, 1, 0, 850.0
, 고구마, 기타, 1, 0, 120.0
채류, 시금치, 시금치, 1, 0, 533.3333
채류, 봄동배추, 봄동배추, 1, 0, 80.0
류, 사과, 후지, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 500.0
채류, 시금치, 시금치, 1, 0, 533.3333
채류, 시금치, 시금치, 1, 0, 100.0
류, 표고버섯, 표고버섯, 1, 0, 650.0
류, 포도, 샤인마스캇, 1, 0, 560.0
류, 기타, 잡곡류, 1, 0, 240.0
채류, 시금치, 시금치, 1, 0, 533.3333
류, 감귤, 조생귤, 1, 0, 160.0
, 고구마, 기타, 1, 0, 117.0
류, 파프리카, 빨강파프리카, 1, 0, 1160.0
채류, 시금치, 시금치, 1, 0, 100.0
류, 표고버섯, 표고버섯, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 1320.0
과채류, 딸기, 설향, 1, 0, 970.0
류, 팽이버섯, 팽이1호, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 기타딸기, 1, 0, 700.0
류, 금감, 금감, 1, 0, 460.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 625.0
채류, 미나리, 미나리, 1, 0, 694.6667
류, 참다래(키위), 참다래, 1, 0, 410.0
과채류, 딸기, 설향, 1, 0, 650.0
채소류, 풋고추, 롱그린, 1, 0, 660.0
채류, 깻잎, 깻잎순, 1, 0, 437.5
과채류, 방울토마토, 방울토마토, 1, 0, 480.0
류, 호두, 호두, 1, 0, 3307.6924
채소류, 풋고추, 롱그린, 1, 0, 660.0
과채류, 딸기, 장희, 1, 0, 200.0
류, 호박, 애호박, 1, 0, 352.5
과채류, 방울토마토, 대추방울, 1, 0, 466.66666
류, 감귤, 조생귤, 1, 0, 220.0
채류, 양배추, 양배추, 1, 0, 90.0
채류, 시금치, 시금치, 1, 0, 270.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 만감, 만감, 1, 0, 716.6667
과채류, 방울토마토, 대추방울, 1, 0, 266.66666
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 기타딸기, 1, 0, 2850.0
류, 당근, 당근, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 당근, 당근, 1, 0, 270.0
류, 가지, 가지, 1, 0, 420.0
과채류, 방울토마토, 방울토마토, 1, 0, 460.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 110.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 125.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 시금치, 시금치, 1, 0, 345.0
과채류, 토마토, 완숙토마토, 1, 0, 40.0
채류, 시금치, 시금치, 1, 0, 260.0
류, 로메인, 적로메인, 1, 0, 345.0
류, 무, 세척무, 1, 0, 75.0
류, 파프리카, 오렌지파프리카, 1, 0, 700.0
과채류, 딸기, 기타딸기, 1, 0, 4400.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
채류, 부추, 일반부추, 1, 0, 214.28572
류, 당근, 당근, 1, 0, 270.0
채류, 시금치, 섬초, 1, 0, 400.0
과채류, 딸기, 기타딸기, 1, 0, 1550.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 96.666664
류, 호박, 쥬키니호박, 1, 0, 300.0
류, 기타, 양채류, 1, 0, 1920.0
류, 당근, 당근, 1, 0, 270.0
채류, 고수, 고수, 1, 0, 750.0
채류, 미나리, 돌미나리, 1, 0, 395.0
채류, 깻잎, 기타깻잎, 1, 0, 312.5
류, 양송이, 양송이, 1, 0, 200.0
채소류, 풋고추, 청양, 1, 0, 855.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 175.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 237.5
채류, 깻잎, 깻잎순, 1, 0, 325.0
채류, 시금치, 시금치, 1, 0, 320.0
채류, 시금치, 섬초, 1, 0, 380.0
류, 감귤, 기타감귤, 1, 0, 200.0
류, 표고버섯, 표고버섯, 1, 0, 1300.0
류, 기타, 양채류, 1, 0, 1820.0
채류, 깻잎, 깻잎, 1, 0, 466.66666
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 237.5
, 고구마, 호박고구마, 1, 0, 260.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 181.25
류, 표고버섯, 표고버섯, 0, 0, 680.0
채류, 깻잎, 기타깻잎, 1, 0, 900.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
채소류, 풋고추, 청양, 1, 0, 589.2857
채류, 시금치, 섬초, 1, 0, 290.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 106.25
, 고구마, 기타, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 기타, 양채류, 1, 0, 1250.0
채류, 깻잎, 기타깻잎, 1, 0, 275.0
류, 무, 월동무, 1, 0, 91.5
류, 느타리버섯, 느타리버섯, 1, 0, 365.0
과채류, 딸기, 기타딸기, 1, 0, 600.0
류, 무, 월동무, 1, 0, 90.0
채류, 시금치, 섬초, 1, 0, 300.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
류, 적채, 적채, 1, 0, 112.5
류, 오이, 취청, 1, 0, 635.0
채류, 시금치, 섬초, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 600.0
채류, 깻잎, 깻잎순, 1, 0, 287.5
채류, 부추, 일반부추, 1, 0, 660.0
류, 느타리버섯, 느타리버섯, 1, 0, 360.0
채류, 청경채, 청경채, 1, 0, 375.0
류, 오이, 취청, 1, 0, 570.0
류, 연근, 연근, 1, 0, 193.3
류, 감귤, 기타감귤, 1, 0, 140.0
채류, 배추, 쌈배추, 1, 0, 87.5
과채류, 딸기, 설향, 1, 0, 1300.0
류, 호박, 애호박, 1, 0, 413.75
류, 곶감, 기타곶감, 1, 0, 875.0
채소류, 양파, 양파, 1, 0, 146.66667
류, 사과, 미얀마, 1, 0, 165.0
류, 사과, 미얀마, 1, 0, 205.5
류, 사과, 미얀마, 1, 0, 224.5
류, 사과, 미얀마, 1, 0, 273.0
류, 사과, 미얀마, 1, 0, 250.5
류, 사과, 미얀마, 1, 0, 269.5
류, 사과, 미얀마, 1, 0, 295.0
류, 사과, 미얀마, 1, 0, 250.0
류, 사과, 미얀마, 1, 0, 329.5
류, 사과, 미얀마, 1, 0, 345.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 200.0
류, 느타리버섯, 기타느타리버섯, 1, 0, 190.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 262.5
류, 오이, 취청, 1, 0, 577.0
과채류, 딸기, 설향, 1, 0, 700.0
류, 감귤, 천혜향, 1, 0, 533.3333
채소류, 풋고추, 청양, 1, 0, 956.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 사과, 후지, 1, 0, 290.0
채소류, 풋고추, 청양, 1, 0, 956.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 82.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 감귤, 조생귤, 1, 0, 162.0
, 고구마, 밤고구마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 120.0
, 고구마, 밤고구마, 1, 0, 200.0
, 고구마, 밤고구마, 1, 0, 60.0
류, 감귤, 조생귤, 1, 0, 132.0
류, 포도, 포도, 0, 0, 426.82925
류, 단감, 부유, 1, 0, 220.0
